,ALL,WMO ID,NAME,LON,NOMINAL SAMPLING INTERVAL,ELEVATION,STATE,LAT,N HOURS OFFSET FROM GMT,ID,NYEARS,START,END,nyearsg,mev_10,gev_10,mev_20,gev_20,mev_50,gev_50,mev_100,gev_100
1412,USC00398007  43.5947  -98.4366  495.0 SD STICKNEY                                                                                  15    -6,     ,STICKNEY                                                                         ,-98.4366,15,495.0,SD,43.5947,-6,USC00398007,70.0,1948.0,2017.0,57,82.1818126954993,76.40639916363449,98.62943516483352,87.24940322937593,122.25087067075714,101.71101745228863,141.85462717756602,112.87242541258443
1413,USC00398622  42.7625  -96.9194  346.6 SD VERMILLION 2 SE                                                                           15    -6,     ,VERMILLION 2 SE                                                                  ,-96.9194,15,346.6,SD,42.7625,-6,USC00398622,70.0,1948.0,2017.0,46,91.26727296530494,83.45604952341759,110.11005943522001,98.03024025855582,138.05234046680192,118.97978376417325,161.74931039783695,136.38103915745273
1414,USC00398980  45.4247  -97.3270  557.8 SD WAUBAY NATL WILD LIFE                                                                     15    -6,     ,WAUBAY NATL WILD LIFE                                                            ,-97.327,15,557.8,SD,45.4247,-6,USC00398980,66.0,1952.0,2017.0,54,80.97459193362235,75.98602636218092,98.32047809460164,85.84138325959458,123.38154704626564,98.06429689423874,144.15783341944402,106.84455548807095
1415,USC00399347  43.5606 -103.4881 1261.9 SD WIND CAVE                                                                                 15    -7,     ,WIND CAVE                                                                        ,-103.4881,15,1261.9,SD,43.5606,-7,USC00399347,69.0,1948.0,2017.0,34,59.767286005157935,57.88715223143479,72.31968236684565,69.61163466677738,90.19991833625606,88.15080776382703,104.7764646755182,105.04769863798121
1416,USC00400876  35.2622  -88.9891  138.7 TN BOLIVAR WATER WORKS                                                                       15    -6,     ,BOLIVAR WATER WORKS                                                              ,-88.9891,15,138.7,TN,35.2622,-6,USC00400876,63.0,1948.0,2017.0,43,136.56712568405501,122.93752225395251,159.28142397158888,135.88391013580804,191.21844546377312,151.6640972318618,217.30888566269024,162.80627344066238
1417,USC00401150  35.6333  -89.2167  116.1 TN BROWNSVILLE 5 NE                                                                          15    -6,     ,BROWNSVILLE 5 NE                                                                 ,-89.2167,15,116.1,TN,35.6333,-6,USC00401150,70.0,1948.0,2017.0,39,126.04550199054188,112.46964411885418,146.90700688224732,130.5687648708671,176.32196142406846,157.0429466842553,200.38059062830646,179.4110234361886
1418,USC00401480  36.2455  -85.9450  157.0 TN CARTHAGE                                                                                  15    -6,     ,CARTHAGE                                                                         ,-85.945,15,157.0,TN,36.2455,-6,USC00401480,51.0,1959.0,2016.0,28,106.16665373275809,103.29022466438221,121.64727754996021,115.33141930702001,142.56316372786247,131.36258875427444,158.90709658958843,143.71375518991732
1419,USC00401561  36.5409  -85.4596  164.6 TN CELINA                                                                                    15    -6,     ,CELINA                                                                           ,-85.4596,15,164.6,TN,36.5409,-6,USC00401561,39.0,1970.0,2017.0,16,117.13527147131136,108.99174721991719,132.99377435490896,118.92755417604262,154.05079239187057,130.68521444698823,170.28322156253813,138.74670562798002
1421,USC00401587  35.7553  -87.4261  201.2 TN CENTERVILLE WATER PL                                                                      15    -6,     ,CENTERVILLE WATER PL                                                             ,-87.4261,15,201.2,TN,35.7553,-6,USC00401587,25.0,1982.0,2006.0,10,118.21545324645996,136.9232503713334,134.83597878183582,155.69521130969605,156.92283288376865,180.92940672566644,173.91727298936732,200.55620424197852
1422,USC00401663  36.3211  -87.2218  119.5 TN CHEATHAM LOCK & DAM                                                                       15    -6,     ,CHEATHAM LOCK & DAM                                                              ,-87.2218,15,119.5,TN,36.3211,-6,USC00401663,46.0,1971.0,2016.0,16,115.11178691424024,105.68080014592712,132.00466454555638,120.43200062132408,155.4208170427328,140.87730277811823,174.3028727426736,157.26445919718444
1423,USC00402489  36.0749  -87.3959  237.7 TN DICKSON                                                                                   15    -6,     ,DICKSON                                                                          ,-87.3959,15,237.7,TN,36.0749,-6,USC00402489,70.0,1948.0,2017.0,55,118.4860442434746,114.82480238246215,135.5773961988401,131.0080298224476,158.62636505922288,153.38723023473267,176.62007161324362,171.28449520913222
1425,USC00402680  35.9986  -89.4090   91.4 TN DYERSBURG                                                                                 15    -6,     ,DYERSBURG                                                                        ,-89.409,15,91.4,TN,35.9986,-6,USC00402680,70.0,1948.0,2017.0,42,134.5172318198619,114.87584578286533,157.01549416677298,128.19524426523245,188.3564824417651,145.3557898550984,213.66922777882652,158.15626400211482
1426,USC00402934  36.1422  -82.4261  524.3 TN ERWIN 1 W                                                                                 15    -5,     ,ERWIN 1 W                                                                        ,-82.4261,15,524.3,TN,36.1422,-5,USC00402934,36.0,1982.0,2017.0,20,83.2385144692848,74.96281975137808,94.6035692672625,78.82095994378935,109.81189977063303,82.44533215297103,121.611998847033,84.41561418749015
1427,USC00403697  36.1679  -88.7974  121.9 TN GREENFIELD                                                                                15    -6,     ,GREENFIELD                                                                       ,-88.7974,15,121.9,TN,36.1679,-6,USC00403697,70.0,1948.0,2017.0,36,131.60569937014148,114.77350249487044,154.5316773488975,128.7575465966887,186.5765170643539,146.91017911622723,212.36815577489946,160.55137731343154
1428,USC00404561  35.6213  -88.8456  121.9 TN JACKSON EXP STA                                                                           15    -6,     ,JACKSON EXP STA                                                                  ,-88.8456,15,121.9,TN,35.6213,-6,USC00404561,41.0,1977.0,2017.0,30,150.33749980703922,151.1422298171181,177.51814885966644,186.81167404326698,216.12022727644182,246.11035098380222,247.76557869054875,302.83881130647546
1429,USC00405089  35.2436  -87.3508  265.2 TN LAWRENCEBURG FILT PLANT                                                                   15    -6,     ,LAWRENCEBURG FILT PLANT                                                          ,-87.3508,15,265.2,TN,35.2436,-6,USC00405089,35.0,1983.0,2017.0,19,130.48221735206087,117.34048522020468,153.32524186300876,127.25386379599769,185.3508422205366,138.58430951113348,211.10908222956405,146.08847226468902
1430,USC00405108  36.2291  -86.3180  160.0 TN LEBANON                                                                                   15    -6,     ,LEBANON                                                                          ,-86.318,15,160.0,TN,36.2291,-6,USC00405108,69.0,1948.0,2016.0,46,117.10339601193404,107.29488579183058,137.59224744478254,122.7104695053516,166.80608427684092,144.5471390444847,190.6983460513506,162.42710606280156
1431,USC00405187  35.4140  -86.8086  239.9 TN LEWISBURG EXP STA                                                                         15    -6,     ,LEWISBURG EXP STA                                                                ,-86.8086,15,239.9,TN,35.414,-6,USC00405187,69.0,1948.0,2016.0,46,125.60928245921251,117.48260698300706,145.50192086846099,128.831192377705,172.8474660695056,142.48794763962735,194.54567979477795,152.00905533820531
1432,USC00405210  35.6502  -88.3904  164.6 TN LEXINGTON                                                                                 15    -6,     ,LEXINGTON                                                                        ,-88.3904,15,164.6,TN,35.6502,-6,USC00405210,35.0,1982.0,2016.0,13,126.1105335778872,115.66872189445843,144.11133405292372,127.33508370568795,168.25955370566945,141.34652909510874,187.0127830619641,151.09575584355764
1434,USC00405720  35.4158  -89.5317   97.2 TN MASON                                                                                     15    -6,     ,MASON                                                                            ,-89.5317,15,97.2,TN,35.4158,-6,USC00405720,70.0,1948.0,2017.0,47,136.4305196153154,127.32283168502428,163.85381016933655,154.60354540999327,205.4781530787525,198.14557108830195,241.96822291974848,238.19123856680733
1435,USC00405956  35.1298  -89.8037   94.5 TN MEMPHIS WFO                                                                               15    -6,     ,MEMPHIS WFO                                                                      ,-89.8037,15,94.5,TN,35.1298,-6,USC00405956,18.0,2000.0,2017.0,12,181.9176989819758,139.31964444554515,214.23678311852865,163.1699510891797,259.5841400820392,198.05597858820312,296.31861845438794,227.53073857707156
1436,USC00406162  35.2243  -85.8414  563.9 TN MONTEAGLE                                                                                 15    -6,     ,MONTEAGLE                                                                        ,-85.8414,15,563.9,TN,35.2243,-6,USC00406162,36.0,1982.0,2017.0,18,139.66429154597546,132.6333479986393,160.84950695110882,155.15865692463876,189.83592616817037,189.16164524791355,212.8651573897962,218.78671752284487
1437,USC00406170  36.1482  -85.2649  566.9 TN MONTEREY                                                                                  15    -6,     ,MONTEREY                                                                         ,-85.2649,15,566.9,TN,36.1482,-6,USC00406170,69.0,1948.0,2017.0,42,122.77936597058591,120.55167742186003,142.11083458060446,133.15810856237894,168.38461316249183,147.81176036893,189.0803307927489,157.68158791864994
1438,USC00406272  36.1682  -83.4027  402.3 TN MORRISTOWN WFO                                                                            15    -5,     ,MORRISTOWN WFO                                                                   ,-83.4027,15,402.3,TN,36.1682,-5,USC00406272,23.0,1995.0,2017.0,17,96.03265636190226,96.2618926181976,110.91831221281151,104.75585975692323,131.49228059273395,114.37085203821297,147.8870680666553,120.67786408065058
1439,USC00406358  35.4552  -89.8116  136.6 TN MUNFORD                                                                                   15    -6,     ,MUNFORD                                                                          ,-89.8116,15,136.6,TN,35.4552,-6,USC00406358,48.0,1948.0,2017.0,21,141.7886172548986,119.70112415607333,165.6190985910442,137.00430328776747,198.98026375105894,161.34402940138452,225.91424550866128,181.13751672065604
1440,USC00406371  35.9204  -86.3727  163.1 TN MURFREESBORO 5 N                                                                          15    -6,     ,MURFREESBORO 5 N                                                                 ,-86.3727,15,163.1,TN,35.9204,-6,USC00406371,70.0,1948.0,2017.0,48,122.89070542940718,118.9023142479656,144.79796950419106,136.22055324665283,176.08159241798336,159.97431222290544,201.86005225336763,178.81902723100671
1441,USC00406806  36.2470  -86.5631  179.8 TN OLD HICKORY WFO                                                                           15    -6,     ,OLD HICKORY WFO                                                                  ,-86.5631,15,179.8,TN,36.247,-6,USC00406806,17.0,2000.0,2016.0,10,157.82868351802216,138.89835344914346,185.14350053128086,166.3799348026023,222.8082788788096,211.27650584330235,252.761391746711,253.50938935173542
1442,USC00407359  36.5877  -86.5258  242.0 TN PORTLAND SEWAGE PLANT                                                                     15    -6,     ,PORTLAND SEWAGE PLANT                                                            ,-86.5258,15,242.0,TN,36.5877,-6,USC00407359,64.0,1953.0,2016.0,32,128.70357888653027,131.1001452799677,150.92446812369758,162.05974135862678,180.74611437373088,213.03294374143132,204.00305229827188,261.3433609258526
1443,USC00407811  35.8058  -85.6347  265.2 TN ROCK ISLAND 2 NW                                                                          15    -6,     ,ROCK ISLAND 2 NW                                                                 ,-85.6347,15,265.2,TN,35.8058,-6,USC00407811,69.0,1948.0,2016.0,36,114.577435246341,108.90045786829162,133.49145463547706,121.24217748546144,160.04226506718567,137.25225406501232,181.69144936910678,149.27548152770967
1444,USC00407884  36.4161  -82.9838  413.0 TN ROGERSVILLE 1 NE                                                                          15    -5,     ,ROGERSVILLE 1 NE                                                                 ,-82.9838,15,413.0,TN,36.4161,-5,USC00407884,36.0,1982.0,2017.0,21,80.80528420672682,73.24093814212097,92.89536706924363,83.37343926043488,109.31302972898729,97.96550342352492,122.20616514401713,110.10818357453829
1445,USC00408065  36.4527  -89.3027   94.5 TN SAMBURG W. L. REFUGE                                                                      15    -6,     ,SAMBURG W. L. REFUGE                                                             ,-89.3027,15,94.5,TN,36.4527,-6,USC00408065,70.0,1948.0,2017.0,41,131.49625394540348,134.74059406218984,152.63383801809616,152.14307566123938,181.55885256770623,174.11164264117565,204.44978179611797,190.1716224178893
1446,USC00408108  35.1524  -88.3213  128.0 TN SAVANNAH 6 SW                                                                             15    -6,     ,SAVANNAH 6 SW                                                                    ,-88.3213,15,128.0,TN,35.1524,-6,USC00408108,36.0,1982.0,2017.0,27,131.58303243331238,145.8143865981665,151.17567316898467,175.20708506505483,177.66919929228945,220.86221577522957,198.40554245752705,261.7591332521362
1448,USC00408562  36.4710  -86.8415  227.1 TN SPRINGFIELD EXPERIMENT  STATION                                                           15    -6,     ,SPRINGFIELD EXPERIMENT  STATION                                                  ,-86.8415,15,227.1,TN,36.471,-6,USC00408562,69.0,1948.0,2016.0,47,123.36118646113789,112.19257410425129,145.1597996677475,132.15884761992262,176.51665703297473,161.79361634300184,202.64422740591482,187.19116990883265
1449,USC00408766  36.2492  -84.6969  455.7 TN SUNBRIGHT 1 W                                                                             15    -5,     ,SUNBRIGHT 1 W                                                                    ,-84.6969,15,455.7,TN,36.2492,-5,USC00408766,70.0,1948.0,2017.0,38,107.2796332894138,98.59609390033523,122.3736620404704,114.31805378743738,142.54126355622157,139.21810373751705,158.14623729442596,161.9477219520699
1450,USC00409219  36.3925  -89.0317  106.7 TN UNION CITY                                                                                15    -6,     ,UNION CITY                                                                       ,-89.0317,15,106.7,TN,36.3925,-6,USC00409219,68.0,1948.0,2017.0,52,132.88584961966956,124.22311248851582,156.31280797565327,140.81731041910538,189.23939862196426,162.62273014462727,215.93005376561467,179.20733422138454
1454,USC00410206  33.3866  -97.7163  307.8 TX ALVORD 3 N                                                                                15    -6,     ,ALVORD 3 N                                                                       ,-97.7163,15,307.8,TX,33.3866,-6,USC00410206,72.0,1942.0,2017.0,49,119.89644738258832,119.54670533288188,142.54623699564172,137.38802234849317,175.65742573872788,161.6773205709448,204.00227324891333,180.80620226055487
1457,USC00410509  30.1400  -98.8188  533.4 TX BANKERSMITH                                                                               15    -6,     ,BANKERSMITH                                                                      ,-98.8188,15,533.4,TX,30.14,-6,USC00410509,73.0,1940.0,2012.0,54,138.2221085925085,135.58108379872874,169.32662304007417,165.47156797986372,215.39851110100756,211.11217739012184,254.94895553347186,251.32191607740614
1459,USC00410518  32.2630  -96.6369  140.5 TX BARDWELL DAM                                                                              15    -6,     ,BARDWELL DAM                                                                     ,-96.6369,15,140.5,TX,32.263,-6,USC00410518,53.0,1965.0,2017.0,30,136.13087839898162,138.946827908175,159.8465532341725,164.56128198382072,192.49730186329407,201.70988599247508,218.4256746118595,232.83621879227306
1460,USC00410569  28.9798  -95.9749   15.8 TX BAY CITY WATERWORKS                                                                       15    -6,     ,BAY CITY WATERWORKS                                                              ,-95.9749,15,15.8,TX,28.9798,-6,USC00410569,60.0,1940.0,2016.0,32,181.01295758706624,166.6457818453604,215.47364739225338,200.07942763410153,263.9657111212343,251.05747530115377,303.2956149242676,295.9073286885103
1461,USC00410639  28.4575  -97.7061   77.7 TX BEEVILLE 5 NE                                                                             15    -6,     ,BEEVILLE 5 NE                                                                    ,-97.7061,15,77.7,TX,28.4575,-6,USC00410639,65.0,1953.0,2017.0,37,148.17552944789657,145.53633834718943,188.99307719149627,187.65544786375727,255.1210090221345,257.9284173741182,315.4000408522583,325.38899671061006
1462,USC00410690  27.5969  -98.4162  115.8 TX BENAVIDES 2                                                                               15    -6,     ,BENAVIDES 2                                                                      ,-98.4162,15,115.8,TX,27.5969,-6,USC00410690,36.0,1982.0,2017.0,18,129.14332158640713,103.72685930175152,159.95047598564494,128.4813180141981,204.63660995443234,167.84026934014867,241.7516097789432,203.90473944687767
1463,USC00410691  32.6475  -97.4439  240.8 TX BENBROOK DAM                                                                              15    -6,     ,BENBROOK DAM                                                                     ,-97.4439,15,240.8,TX,32.6475,-6,USC00410691,69.0,1949.0,2017.0,52,126.87537301556767,103.48157311899232,153.3538105287792,116.11869425074661,191.4554334399112,131.4897874548249,223.15600616807492,142.32063980791494
1464,USC00410738  30.7625  -98.0213  344.1 TX BERTRAM 3 ENE                                                                             15    -6,     ,BERTRAM 3 ENE                                                                    ,-98.0213,15,344.1,TX,30.7625,-6,USC00410738,50.0,1968.0,2017.0,42,125.69669640946671,106.05074976805284,149.39152768306235,120.43733414713715,182.73055469840813,139.50182133380147,209.7602028048799,154.12261289153923
1465,USC00410779  31.2001 -101.4626  833.3 TX BIG LAKE 2                                                                                15    -6,     ,BIG LAKE 2                                                                       ,-101.4626,15,833.3,TX,31.2001,-6,USC00410779,27.0,1990.0,2017.0,17,98.2047097962671,80.16588337485196,121.76566782230195,86.94872094086908,157.7621515316836,94.61442755733944,188.9447616577167,99.63473185698572
1466,USC00410784  32.2683 -101.4858  764.7 TX BIG SPRING FIELD STN                                                                      15    -6,     ,BIG SPRING FIELD STN                                                             ,-101.4858,15,764.7,TX,32.2683,-6,USC00410784,65.0,1953.0,2017.0,45,104.44504335927714,103.10313014954382,131.3671929316534,122.77126540819987,173.02646988388625,150.16463047031857,209.7685135425158,172.22590258410037
1467,USC00410926  33.8186  -97.7336  298.7 TX BONITA 7NW                                                                                15    -6,     ,BONITA 7NW                                                                       ,-97.7336,15,298.7,TX,33.8186,-6,USC00410926,78.0,1940.0,2017.0,60,132.64642626522055,125.40883716312197,159.2397091796525,155.9101391377166,197.18905065555472,207.09867939806003,228.299227963172,256.5171734305833
1469,USC00411013  29.6101 -100.4520  536.4 TX BRACKETTVILLE 22 N                                                                        15    -6,     ,BRACKETTVILLE 22 N                                                               ,-100.452,15,536.4,TX,29.6101,-6,USC00411013,23.0,1995.0,2017.0,13,148.0762095831412,118.25690850161968,185.61738159129578,142.0443875370633,240.94832583555106,177.21517395746147,288.18723108859905,207.2443383397356
1470,USC00411017  31.1444  -99.3491  521.2 TX BRADY                                                                                     15    -6,     ,BRADY                                                                            ,-99.3491,15,521.2,TX,31.1444,-6,USC00411017,78.0,1940.0,2017.0,57,112.82893692958908,114.97210664872415,137.85235220120686,140.49392683753192,175.71821032143782,179.3407901762014,208.46478746860427,213.46002754807958
1471,USC00411246  32.5066  -97.3444  232.3 TX BURLESON                                                                                  15    -6,     ,BURLESON                                                                         ,-97.3444,15,232.3,TX,32.5066,-6,USC00411246,36.0,1982.0,2017.0,27,134.58893729419012,116.74270346955154,162.45309177047235,135.11497261390332,202.1746077169306,160.85470489166403,234.85047235873287,181.70429443332134
1472,USC00411429  29.8607  -98.1959  304.8 TX CANYON DAM                                                                                15    -6,     ,CANYON DAM                                                                       ,-98.1959,15,304.8,TX,29.8607,-6,USC00411429,40.0,1978.0,2017.0,21,154.068383475596,125.27453430122831,188.16336832074026,158.79283631275374,236.62867676186875,219.08735827168152,276.2596880924332,281.31324130459836
1473,USC00411434  29.9111  -98.3713  356.0 TX CANYON DAM NO 4                                                                           15    -6,     ,CANYON DAM NO 4                                                                  ,-98.3713,15,356.0,TX,29.9111,-6,USC00411434,56.0,1961.0,2017.0,36,133.52501823448605,108.99018083585896,160.04470391528494,121.68714711802383,197.72945194239466,137.7171923393675,228.61739260181187,149.43703464296266
1476,USC00411646  35.6869 -102.3341 1158.2 TX CHANNING                                                                                  15    -6,     ,CHANNING                                                                         ,-102.3341,15,1158.2,TX,35.6869,-6,USC00411646,77.0,1941.0,2017.0,49,76.83305741720217,64.79227202199476,92.249312872108,73.98657537854112,114.97999665085476,86.65045125864398,134.5401568464959,96.73855665657243
1477,USC00411671  29.3091  -97.4062  112.2 TX CHEAPSIDE                                                                                 15    -6,     ,CHEAPSIDE                                                                        ,-97.4062,15,112.2,TX,29.3091,-6,USC00411671,78.0,1940.0,2017.0,53,143.14296962470988,133.64002018712054,174.36406594204513,157.803549047996,219.50208742385098,192.38901453535675,257.1010056970254,220.9967774476106
1479,USC00411720  28.4675  -98.2525   70.1 TX CHOKE CANYON DAM                                                                          15    -6,     ,CHOKE CANYON DAM                                                                 ,-98.2525,15,70.1,TX,28.4675,-6,USC00411720,21.0,1997.0,2017.0,11,147.53346100701552,120.84019763823235,182.55271653002418,139.5220948839393,233.93975984141485,163.5195413400573,277.25102174881636,181.36689813124536
1480,USC00411773  33.6108  -95.0716  129.8 TX CLARKSVILLE 1W                                                                            15    -6,     ,CLARKSVILLE 1W                                                                   ,-95.0716,15,129.8,TX,33.6108,-6,USC00411773,71.0,1940.0,2017.0,53,146.48430781282138,137.0544317857691,173.00050041257725,159.23453464478553,211.65131912881515,190.51556915623217,244.51271961727988,216.0186319178173
1481,USC00411920  29.9615  -98.8945  436.8 TX COMFORT 2                                                                                 15    -6,     ,COMFORT 2                                                                        ,-98.8945,15,436.8,TX,29.9615,-6,USC00411920,28.0,1990.0,2017.0,10,129.59347593026234,105.39355154389706,154.04543737602899,132.6997529634208,188.81592308502331,182.678084962347,217.55944725373035,235.12031874329574
1482,USC00411921  33.1997  -95.9283  167.6 TX COMMERCE 4SW                                                                              15    -6,     ,COMMERCE 4SW                                                                     ,-95.9283,15,167.6,TX,33.1997,-6,USC00411921,70.0,1948.0,2017.0,47,139.13395031995873,137.19692983473158,162.84190530564604,158.34457255570757,195.88466579580214,187.0953847954858,222.52165641721388,209.70719453232252
1483,USC00411956  30.3302  -95.4831   74.7 TX CONROE                                                                                    15    -6,     ,CONROE                                                                           ,-95.4831,15,74.7,TX,30.3302,-6,USC00411956,70.0,1947.0,2017.0,31,156.82790965605545,138.0414230570009,185.93976704350388,155.7060697412302,226.58029609265137,177.38039180309966,259.3380906599931,192.78523642476546
1485,USC00412082  31.4072 -102.3577  778.5 TX CRANE                                                                                     15    -6,     ,CRANE                                                                            ,-102.3577,15,778.5,TX,31.4072,-6,USC00412082,71.0,1943.0,2017.0,55,91.02563342220995,82.6465909333364,116.23342207163113,99.4893209870742,154.7156324010928,123.98441103925077,187.68161051284,144.56442077812125
1486,USC00412086  31.7716  -97.8238  298.4 TX CRANFILLS GAP                                                                             15    -6,     ,CRANFILLS GAP                                                                    ,-97.8238,15,298.4,TX,31.7716,-6,USC00412086,76.0,1940.0,2016.0,43,128.11739947933455,123.94504954302452,153.14903138459593,142.57088011342182,188.40490281748507,167.0587910234529,216.98497105630855,185.69325930959383
1487,USC00412088  31.5333  -97.4525  214.9 TX CRAWFORD                                                                                  15    -6,     ,CRAWFORD                                                                         ,-97.4525,15,214.9,TX,31.5333,-6,USC00412088,17.0,2001.0,2017.0,10,136.69491486973487,147.3923971015428,161.28543015781491,169.59698159578448,196.24244150961783,200.546079883036,224.96005586635735,225.48915452978684
1488,USC00412096  32.5286  -97.6188  316.7 TX CRESSON                                                                                   15    -6,     ,CRESSON                                                                          ,-97.6188,15,316.7,TX,32.5286,-6,USC00412096,72.0,1946.0,2017.0,51,120.21044406146385,116.79872307472093,143.82430383300223,137.85825966985772,177.8270023150716,166.7190105941417,206.223217097452,189.59615296322693
1489,USC00412131  32.1266  -99.1605  545.6 TX CROSS PLAINS # 2                                                                          15    -6,     ,CROSS PLAINS # 2                                                                 ,-99.1605,15,545.6,TX,32.1266,-6,USC00412131,71.0,1947.0,2017.0,46,115.26233916860471,112.43605060502563,138.65153975961206,132.41211730145346,172.78606352587565,160.55800050610867,201.79289789996565,183.48366698561935
1490,USC00412206  30.0210  -95.7069   45.7 TX CYPRESS                                                                                   15    -6,     ,CYPRESS                                                                          ,-95.7069,15,45.7,TX,30.021,-6,USC00412206,27.0,1991.0,2017.0,17,178.2273142831486,169.13671753379708,218.17544195073458,212.83842855122828,281.5835259479043,283.14182436507946,341.13521449510205,348.29557919104525
1492,USC00412404  33.2333  -97.2000  210.0 TX DENTON EXP STN                                                                            15    -6,     ,DENTON EXP STN                                                                   ,-97.2,15,210.0,TX,33.2333,-6,USC00412404,72.0,1946.0,2017.0,51,127.47654741258226,128.58237677650106,153.26078280615405,158.57481987819142,189.9335882882947,204.96197797825542,219.90389188076674,246.34177672530572
1494,USC00412462  30.3561  -96.8288  102.1 TX DIME BOX                                                                                  15    -6,     ,DIME BOX                                                                         ,-96.8288,15,102.1,TX,30.3561,-6,USC00412462,37.0,1981.0,2017.0,19,142.30414659059718,122.21735801264111,170.2845721171035,145.04349160074474,209.9864337798552,178.9778396007404,242.46113682001285,208.10611564976045
1495,USC00412621  33.8094 -100.5169  612.6 TX DUMONT                                                                                    15    -6,     ,DUMONT                                                                           ,-100.5169,15,612.6,TX,33.8094,-6,USC00412621,47.0,1971.0,2017.0,25,97.8881156961303,100.48180477077975,119.16950517685966,123.19201044987162,149.48884001312004,158.9332629614775,174.25094469655596,191.35979339464254
1496,USC00412676  29.6212  -96.3660   53.6 TX EAGLE LAKE RESCH CTR                                                                      15    -6,     ,EAGLE LAKE RESCH CTR                                                             ,-96.366,15,53.6,TX,29.6212,-6,USC00412676,32.0,1986.0,2017.0,11,142.36900238171486,127.97287012313674,171.17424261911913,147.57484849779848,212.00012171670323,172.79218819901257,245.2528279314866,191.57476953000588
1497,USC00412679  28.7570 -100.4792  247.5 TX EAGLE PASS 3N                                                                             15    -6,     ,EAGLE PASS 3N                                                                    ,-100.4792,15,247.5,TX,28.757,-6,USC00412679,77.0,1941.0,2017.0,58,141.6416192686514,127.25139072894333,181.446067709644,150.95162325310673,244.15123690028395,183.95384796784322,301.95815964279586,210.5267254370693
1498,USC00412815  31.0369 -100.5911  725.4 TX ELDORADO 12N                                                                              15    -6,     ,ELDORADO 12N                                                                     ,-100.5911,15,725.4,TX,31.0369,-6,USC00412815,22.0,1996.0,2017.0,11,107.19614806654636,112.31599187273126,126.54909714575415,137.4748568721426,153.08993145157334,178.56939318566043,174.10380950255268,217.21906856386136
1499,USC00413133  32.5338  -96.6608  143.3 TX FERRIS                                                                                    15    -6,     ,FERRIS                                                                           ,-96.6608,15,143.3,TX,32.5338,-6,USC00413133,71.0,1946.0,2017.0,49,128.753630421016,116.95332162942125,151.89101947535627,137.70434415018292,183.93692104211237,168.08436405015954,209.5749108671152,193.77462254558708
1500,USC00413156  29.9745  -98.2670  359.7 TX FISCHERS STORE                                                                            15    -6,     ,FISCHERS STORE                                                                   ,-98.267,15,359.7,TX,29.9745,-6,USC00413156,22.0,1996.0,2017.0,12,176.23328311363795,196.57071414502443,218.77531986666742,252.20644487697487,279.8741091266372,340.4250256277515,330.0399406607546,421.04616619491986
1501,USC00413270  30.9302 -100.1125  675.1 TX FORT MCKAVETT 7 N                                                                         15    -6,     ,FORT MCKAVETT 7 N                                                                ,-100.1125,15,675.1,TX,30.9302,-6,USC00413270,57.0,1961.0,2017.0,31,96.81885949729842,83.77404975177146,115.50343870524183,99.33886473733887,142.38282610840818,123.64570998578147,164.72100669464032,145.53318664496476
1502,USC00413285  32.8338  -97.2975  196.3 TX FT WORTH WSFO                                                                     72249   15    -6,72249,FT WORTH WSFO                                                                    ,-97.2975,15,196.3,TX,32.8338,-6,USC00413285,59.0,1948.0,2017.0,47,124.94908069429803,109.18711259919863,149.43394882763644,126.51547328963326,183.91648237045172,150.0466995912288,211.79868147575263,168.5324634327098
1504,USC00413370  33.1924  -96.7930  227.7 TX FRISCO                                                                                    15    -6,     ,FRISCO                                                                           ,-96.793,15,227.7,TX,33.1924,-6,USC00413370,52.0,1966.0,2017.0,31,133.63726477562741,121.51750879072866,157.67087506127402,135.42034080256397,190.54117157086228,152.0744555735081,216.56090100245402,163.6325617183135
1505,USC00413410  35.6317 -100.3923  846.7 TX GAGEBY 3 WNW                                                                              15    -6,     ,GAGEBY 3 WNW                                                                     ,-100.3923,15,846.7,TX,35.6317,-6,USC00413410,74.0,1941.0,2017.0,49,98.90853464659172,83.82178340768189,121.1522374683475,93.69958962211012,153.73438016552467,106.08988492144516,181.06246191235056,115.09076200122564
1506,USC00413415  33.6358  -97.1447  237.7 TX GAINESVILLE                                                                               15    -6,     ,GAINESVILLE                                                                      ,-97.1447,15,237.7,TX,33.6358,-6,USC00413415,76.0,1941.0,2017.0,36,120.43045306496788,108.7058036137887,140.98595166473046,124.29653495709658,169.61462504303518,146.0380254438109,192.75455351792124,163.56893722296104
1507,USC00413507  30.6763  -97.7208  266.4 TX GEORGETOWN LAKE                                                                           15    -6,     ,GEORGETOWN LAKE                                                                  ,-97.7208,15,266.4,TX,30.6763,-6,USC00413507,37.0,1981.0,2017.0,12,153.2168764451146,106.9308555470057,182.17659593987165,124.51329868483407,223.28887689213985,154.1075554625059,256.97028565448386,182.75938817097222
1508,USC00413546  32.7463  -95.0497  118.9 TX GILMER 4 WNW                                                                              15    -6,     ,GILMER 4 WNW                                                                     ,-95.0497,15,118.9,TX,32.7463,-6,USC00413546,66.0,1941.0,2012.0,39,141.86004868379246,130.85511952348017,168.9352491857573,160.4965672356709,208.95099279555288,209.57580825879472,243.5314266607745,256.3454857122308
